species	chemical	frequency	pmid
Mushrooms	lactones	5	36071846, 35205965, 34945547, 32663897, 25601675
Mushrooms	le-dd10	2	36063239
Mushrooms	sa	39	36059897, 31465805, 31186185, 32450033, 29773009, 28681119, 28322148, 26213082, 20954045
Mushrooms	mep	2	36056976
Mushrooms	dextran sulfate sodium	13	36054505, 35785312, 34873706, 33039053, 31679284, 30373293, 27481156, 27074537, 25092569
Mushrooms	butyric acid	7	36054505, 33867273, 32802838, 32356856, 32036882, 30581314, 11520942
Mushrooms	ganciclovir	1	36041775
Mushrooms	glucotriose	1	36041250
Mushrooms	dextrin	6	36041250, 30041479, 23956654, 23983516, 23997604
Mushrooms	dextran	5	36041250, 32479021, 27093515, 23239862, 15374609
Mushrooms	(1 3)-beta-glucan	1	36041250
Mushrooms	3)-alpha-glucan	1	36041250
Mushrooms	polysaccharide	624	36027667, 35992671, 35933693, 35907449, 35830043, 35684548, 35684133, 35564026, 35482469, 35446522, 35446520, 35407069, 35404185, 35220455, 35214168, 35199807, 35199357, 35191774, 34944419, 34943001, 34921890, 34918387, 34900974, 34825372, 34823804, 34798813, 34599988, 34595889, 34592222, 34591399, 34500837, 34441637, 34375518, 34375515, 34347996, 34347994, 34347991, 34061363, 33928983, 33900340, 33800212, 33791803, 33764859, 33714165, 33704935, 33687093, 33541370, 33465360, 33463935, 33426835, 33426827, 33426826, 33389874, 33389853, 33288349, 33268175, 33043794, 32894778, 32865919, 32865901, 32865899, 32767366, 32749103, 32749100, 32663897, 32557335, 32556413, 32479021, 32479002, 32356856, 35497166, 32057877, 31865422, 31864870, 31826486, 31706679, 31489667, 31427018, 31426608, 31425759, 31377617, 31357717, 31313310, 31289644, 31266266, 31247233, 31095342, 31087127, 31086063, 31079669, 31075333, 31042589, 31030754, 31002629, 31002627, 30844451, 30832255, 30806266, 30806254, 30806252, 30745803, 32450037, 32450025, 32450020, 32450016, 30594618, 30592870, 30449357, 30447375, 30392853, 30381194, 30317980, 30218733, 30145161, 30093016, 30073119, 30064769, 30043277, 29953392, 29953354, 29604914, 29545735, 29431072, 29431066, 29428383, 29311571, 29295625, 29256842, 29256840, 29199563, 29191011, 29166776, 29156828, 28942500, 28845769, 28829786, 28605342, 28605336, 28605324, 28605322, 28605319, 28595034, 28552988, 28483534, 28465544, 28436323, 28353071, 28322149, 28221973, 28178377, 28152202, 28094746, 28094745, 28008810, 27910785, 27910774, 27910772, 27910759, 27888812, 27842810, 27599128, 27649730, 27649728, 27649726, 27592080, 27566177, 27481299, 27481297, 27481296, 27481294, 27439695, 27413214, 27279536, 27268245, 27261764, 27095922, 26974354, 26854103, 26853960, 26794945, 26756187, 26559858, 26559702, 26559701, 26506312, 26345165, 26231374, 26219260, 26150756, 26082983, 26082982, 26051725, 26034783, 26016702, 25954912, 25954908, 25937256, 25880659, 25857364, 25831007, 25818339, 25746620, 25746619, 25746405, 25746404, 25608087, 25600989, 25404225, 25271977, 25250317, 25179726, 25111860, 24941166, 24941162, 24940902, 24940644, 24799300, 24593132, 24440295, 24399760, 24392995, 24344650, 24266381, 24266377, 24266369, 24229406, 24200110, 24083790, 23955351, 23911491, 23889585, 23875900, 23859044, 23837150, 23796222, 23704809, 23662613, 23648024, 23558250, 23557366, 23511052, 23510287, 23510286, 23510279, 23497867, 23440638, 23318270, 23272159, 22982812, 22865023, 22824506, 22805935, 22791146, 22783735, 22717313, 22577977, 22577974, 22506573, 22479280, 22470568, 22339710, 22336004, 22324411, 22217303, 23510221, 22181838, 22135903, 22135891, 22085754, 21512226, 21190105, 20706946, 20580645, 20521989, 20491636, 22993555, 20347070, 20302374, 20197785, 20045511, 19885842, 19809252, 19711151, 19603841, 18479013, 18239423, 18211355, 17995702, 20368935, 17472463, 17432875, 17386584, 17058942, 17043406, 16894963, 16846839, 16782541, 16428067, 16001252, 15850970, 15839415, 15778117, 15726350, 15703910, 15682472, 15623224, 15374609, 15285503, 14967412, 14601740, 12747869, 12499658, 12470438, 12385925, 12230910, 12207470, 11842649, 11789883, 11216496, 11087506, 10990028, 10702635, 10564011, 9987601, 9170251, 8637405, 7765244
Mushrooms	na2seo3	5	36027667, 27396321, 25310808, 24266370
Mushrooms	selenium-polysaccharide	1	36027667
Mushrooms	ps-se	2	36027667
Mushrooms	sln-ps	1	36027667
Mushrooms	sodium butyrate	2	36014403
Mushrooms	silicon dioxide	3	36014403, 29236477
Mushrooms	nbsp	2	36014403, 34440607
Mushrooms	vitamin b	11	36013492, 21736377, 19552428, 16028987, 11368601, 2282295
Mushrooms	beta carotene	1	36013492
Mushrooms	vitamin k	7	36013492, 33461556, 33116041, 32297673, 29332901, 25994140
Mushrooms	melanin	102	36012874, 35993963, 35695586, 35442596, 35423946, 34925269, 34601416, 34369737, 33822505, 33737223, 33639077, 33107089, 32008754, 30806232, 29773006, 26349509, 26244793, 26231374, 24773048, 24461779, 23934488, 23906106, 23123422, 23120979, 23113595, 22834951, 22152495, 22135899, 19853427, 19420720, 15037924, 12949171, 10552675, 13317853
Mushrooms	vitamin-d	4	36012852, 29179679
Mushrooms	25-hydroxy vitamin d	3	36012852, 34658250, 23074397
Mushrooms	flavonols	3	36012645, 35423946, 32327797
Mushrooms	flavan-3-ols	1	36012645
Mushrooms	stilbenes	1	36012645
Mushrooms	ganoderic acid b	2	36012645, 30317980
Mushrooms	essential amino acids	36	36010519, 35940703, 35885308, 34738876, 34693112, 33536808, 33389856, 33309597, 33288349, 33171663, 33084956, 32980948, 32896845, 32887476, 32865927, 31627254, 30629799, 30386751, 30081376, 29953361, 29564562, 28422148, 28245582, 26028768, 24999438, 23095488, 22577978, 34662976, 18087869, 12381127, 11855618, 10412512, 10347700, 24430059, 3053051
Mushrooms	agar	93	36004712, 35997096, 34947000, 34910284, 34595894, 34595890, 34436153, 34369735, 34369734, 33818961, 33639083, 33426841, 32865923, 32558498, 32181387, 31944082, 31827811, 31115628, 30806230, 30806220, 30456394, 30055558, 29773010, 29482997, 29431074, 29234399, 28857033, 28221940, 28124290, 26082987, 25954963, 25892910, 25858107, 30699591, 25271978, 25271865, 30708516, 26150929, 30708479, 30727179, 30727232, 22544260, 22181845, 22181843, 22164769, 22135879, 30732091, 20192845, 21808550, 18522317, 16980426, 16737183, 15919537, 15612768, 15538714, 12884958, 21156605, 12501995, 11911616, 11770819, 11758935, 30841357, 31207779, 9306659, 7967658, 104454, 1170495, 4208636, 24430682, 5461787, 24435908, 24435752
Mushrooms	2-aza-8-oxohypoxanthine	4	36004708, 35159184, 32786881
Mushrooms	aoh	5	36004708, 32786881
Mushrooms	cuprizone	2	36004706
Mushrooms	bis-cyclohexanone	1	36004706
Mushrooms	oxalyldihydrazone	1	36004706
Mushrooms	cpz	5	36004706
Mushrooms	gold ii	1	36004706
Mushrooms	betacyanins	6	36000271, 33925891
Mushrooms	betacyanin	2	36000271, 33925891
Mushrooms	eosin y	2	36000271
Mushrooms	carboxylic acid	6	36000271, 32558498, 29051663, 23510516, 21975021, 7188908
Mushrooms	carboxylate	2	36000271, 18183312
Mushrooms	prebetanin	2	36000271
Mushrooms	sulfonic acid	1	36000271
Mushrooms	red acid	1	36000271
Mushrooms	l10	1	35997097
Mushrooms	sparassol	7	35997096, 27327201
Mushrooms	methyl 2-hydroxy-4-methoxy-6-methylbenzoate	1	35997096
Mushrooms	orsellinic acid	3	35997096, 23993460, 16394505
Mushrooms	poly i:c	1	35997094
Mushrooms	loxoribine	1	35997094
Mushrooms	gc	1	35997094
Mushrooms	ga extract	2	35997094
Mushrooms	pms	2	35997094
Mushrooms	me	7	35997093, 33389870, 28942500
Mushrooms	dcf-da	2	35997093, 32165203
Mushrooms	rhodamine-123	1	35997093
Mushrooms	free radical	26	35997092, 35649960, 35334834, 34375517, 33920034, 33818961, 33800212, 33426843, 29345564, 29345563, 28322147, 27910755, 27398086, 28911552, 26499817, 26433056, 26180589, 25786737, 24941167, 23969852, 19355906, 24031376, 18211355, 16842225, 3039646
Mushrooms	8-methoxypsoralan	1	35993963
Mushrooms	pistillarin	5	35993962
Mushrooms	pistillarin b	3	35993962
Mushrooms	1o2	2	35993962
Mushrooms	camphor	9	35993961, 32865919, 31679231, 30317979, 29953393, 28605337, 28094748, 26349511, 30727232
Mushrooms	gl102	1	35993960
Mushrooms	ganoderic acids	30	35993960, 35695634, 34375519, 31865439, 31679226, 30182215, 28845774, 27649729, 27649602, 24941037, 24870062, 23610080, 22586399, 22380771, 19475376, 15217103, 9225603
Mushrooms	lipid peroxide	4	35987007, 35250951, 30081376, 22639385
Mushrooms	aldehyde	10	35987007, 35983727, 32093422, 31846079, 31554126, 30081376, 30023788, 16059685, 12568554
Mushrooms	3-aminopropyltriethoxysilane	1	35985226
Mushrooms	aptes	1	35985226
Mushrooms	schiff base	3	35985226, 26213082
Mushrooms	1-methylindole-7-methoxy-3-carboxaldehyde	1	35983727
Mushrooms	7-methoxyindole-3-carboxaldehyde	1	35983727
Mushrooms	7-methoxyindole-3-carboxylic acid methyl ester	1	35983727
Mushrooms	1-methylindole-3-carbaldehyde	1	35983727
Mushrooms	3-carboxaldehyde	1	35983727
Mushrooms	indole-3-carboxaldehyde	1	35983727
Mushrooms	tl663	2	35983727
Mushrooms	caffeic aldehyde	1	35983727
Mushrooms	3,4-dihydroxybenzalacetone	2	35983727, 17387019
Mushrooms	piceatannol	9	35979349
Mushrooms	oxaliplatin	1	35979349
Mushrooms	oxa	5	35979349
Mushrooms	nacl salt	1	35971039
Mushrooms	ca2+	23	35971039, 35026222, 34977362, 34146628, 33647695, 31235622, 29431073, 29199560, 28460485, 27920777, 25556216, 25016256, 22591486, 19680127, 15521174
Mushrooms	p-nitrophenyl palmitate	1	35971039
Mushrooms	beta-d-glucan	30	35970367, 34044921, 33580297, 31357717, 29287801, 28322149, 27279536, 26317582, 26190751, 25857364, 23544521, 20521989, 19227977, 17466905, 17037412
Mushrooms	dp	5	35970367
Mushrooms	1,3-beta-d-glucan	2	35970367, 24266377
Mushrooms	1,6-beta-d-glcp	1	35970367
Mushrooms	nacl solution	4	35970367, 17457544, 15752007, 3443885
Mushrooms	beta-d-glucans	28	35970367, 35205965, 34044921, 33609583, 33580297, 35381156, 31357717, 27842810, 26317582, 25555819, 23704809, 23544521, 16894963, 7765244
Mushrooms	tachysterol2	4	35958252, 24494050
Mushrooms	essential oils	34	35954019, 34073204, 31024726, 31002610, 30022505, 27494458, 27451148, 27030509, 26522671, 26342920, 26213082, 26207731, 25746409, 25473510, 25442609, 24295683, 15612768
Mushrooms	poly(butylene adipate-co-terephthalate)	1	35954019
Mushrooms	eos	3	35954019, 34073204, 30022505
Mushrooms	po	1	35954019
Mushrooms	ahcc	34	35950537, 35514996, 35427820, 34086127, 31930148, 31618905, 27500458, 23694866, 22531483, 19699163, 19141700, 16362410, 12692142
Mushrooms	dipeptides	8	35944091, 34606258, 31108770, 24631140
Mushrooms	polynucleotides	1	35940783
Mushrooms	floccose	1	35938081
Mushrooms	sulphur	3	35938077, 20655972, 11137653
Mushrooms	drfp	4	35933693
Mushrooms	n-hexanol	1	35933693
Mushrooms	short-chain fatty acids	11	35933693, 35453380, 35173256, 35122806, 33709417, 32570735, 30142972, 29491277, 19571787, 18825975, 14982320
Mushrooms	acetic	3	35933693, 35681303, 35173256
Mushrooms	propionic	2	35933693, 35173256
Mushrooms	isobutyric	1	35933693
Mushrooms	hexanoic acids	1	35933693
Mushrooms	spiroganodermaines	1	35931232
Mushrooms	spiroganodermaine	1	35931232
Mushrooms	(-)-spiroganodermaine g	1	35931232
Mushrooms	lpo	2	35929368, 24018198
Mushrooms	polymethyl methacrylate	1	35924771
Mushrooms	cyclopeptide	17	35910917, 32396061, 32237919, 30062915, 27476461, 22184185, 17966265, 15707814, 15657006
Mushrooms	chitosan	43	35907449, 34888869, 34600952, 34039121, 33846473, 33727666, 33602952, 33463933, 32556048, 31993148, 30806255, 30073119, 29717671, 29426419, 27240752, 26038905, 25477658, 25393598, 24266620, 22136665, 21601835, 20550954, 19286482, 23997635, 12081543
Mushrooms	lep	13	35907449, 35684548, 22791146, 22336004, 22085754
Mushrooms	ascorbate	5	35907449, 34820866, 31002608, 12616600, 9702530
Mushrooms	tc	18	35905953, 33389867, 29431071, 26683206, 26273253, 25250317, 24292357, 23648024, 19083429, 23997607, 12226557
Mushrooms	lignocellulose	22	35905953, 35649960, 34869993, 34737055, 33877414, 30944804, 30806269, 29297329, 29030967, 28483534, 27910761, 27500531, 26659563, 24693246, 17625265
Mushrooms	be	33	35905953, 35695639, 35010677, 33665415, 32392710, 32199145, 31793393, 30684184, 30317953, 29731312, 29621710, 28121274, 23107736, 23510222, 22135896, 24031673, 19212788, 19131235, 18485700, 16983976, 11211077, 16347249
Mushrooms	vinorelbine	1	35890166
Mushrooms	camptothecin	1	35890166
Mushrooms	topotecan	1	35890166
Mushrooms	omacetaxine	1	35890166
Mushrooms	thm	5	35890166, 25954910
Mushrooms	dps	1	35889881
Mushrooms	polymer	55	35889308, 34606244, 34203966, 33631266, 31881513, 30428675, 30381194, 28605324, 27605125, 27065491, 26844589, 25687784, 24959920, 24852558, 24433673, 23987310, 23967057, 23781819, 23511052, 22135887, 21603703, 21474296, 21437336, 19548009, 16981767, 15752007, 12884958, 10942270
Mushrooms	rtg4510	1	35877305
Mushrooms	quaternary salts	1	35874244
Mushrooms	4-substituted tryptamines	1	35874244
Mushrooms	4-phosphoryloxy-n,n,n-trimethyltryptammonium	1	35874244
Mushrooms	4-hydroxy-n,n,n-trimethyltryptammonium	1	35874244
Mushrooms	4-ho-tmt	1	35874244
Mushrooms	4-acetoxy-n,n,n-trimethyltryptammonium	1	35874244
Mushrooms	4-aco-tmt	1	35874244
Mushrooms	4-ho-dmet	1	35874244
Mushrooms	4-ho-dmpt	1	35874244
Mushrooms	4-ho-dmipt	1	35874244
Mushrooms	quaternary tryptammonium	1	35874244
Mushrooms	4-hydroxy quaternary tryptammonium	1	35874244
Mushrooms	ephedrine	4	35870047, 28512368, 19586355, 3878176
Mushrooms	rl-ps	2	35868286, 33940474
Mushrooms	eryngitins	1	35868286
Mushrooms	pentose phosphate	2	35865797, 35088592
Mushrooms	paraben	2	35865797, 34780735
Mushrooms	carotenoids	42	35859110, 35695585, 33957770, 33463936, 33091976, 30806255, 32464011, 29146352, 29062957, 28422148, 27649607, 27481299, 27476275, 27396321, 26516828, 24941034, 24941033, 24266372, 24083793, 21613974, 21598196, 19355906, 18608539, 18538460, 18435539, 17902625
Mushrooms	folates	13	35859110, 33639081, 11368601, 2007897
Mushrooms	dexamethasone	12	35859110, 34825546, 34591394, 34369731, 33597478, 31543768, 28455068, 25857364, 23510215
Mushrooms	saline	5	35859110, 32158252, 26010878, 21303815, 1513165
Mushrooms	triacylglycerol	17	35836693, 32695912, 30806268, 30111678, 26349510, 25250317, 24767073, 24566434, 24292357, 23030704, 21910414, 20550954
Mushrooms	meropenem	1	35836296
Mushrooms	prochloraz	5	35833259, 33156729, 23334043
Mushrooms	metrafenone	6	35833259, 33156729
Mushrooms	dextran sodium sulfate	5	35830043, 32767366, 23684440, 19232107
Mushrooms	zvad	1	35830043
Mushrooms	polyethylene glycol	9	35829671, 33748875, 33556840, 24941037, 19548009, 16499607, 10728662
Mushrooms	beta-1,3-glucan	10	35816703, 35199357, 33389852, 25071386, 23704809, 22135885, 23140737, 16648221
Mushrooms	cmgls	1	35816703
Mushrooms	(3-(4, 5-dimethylthiazol-2-yl)-2, 5-diphenyltetrazolium bromide	1	35813084
Mushrooms	kamperferol	1	35813084
Mushrooms	boceprevir	1	35813084
Mushrooms	kaempferol	2	35813084, 35423946
Mushrooms	disulfiram	6	35800559, 18030554, 9411893, 7134946, 13855374
Mushrooms	egt	17	35785312, 35370675, 35088592, 34877949, 34873706, 32811496, 32479016, 32479005, 26338495
Mushrooms	dss	61	35785312, 33039053, 32767366, 32612025, 31679284, 30373293, 27747357, 27481156, 27074537, 25092569, 23684440, 19232107
Mushrooms	wgm	5	35784738
Mushrooms	(2e,6e)-3,7,11,	1	35784738
Mushrooms	,35-nonamethylhexatriaconta-2,6,34-triene-1	1	35784738
Mushrooms	31-heptol	1	35784738
Mushrooms	lysophosphatidylcholine	2	35784738, 29962433
Mushrooms	monensin	3	35780758
Mushrooms	monomethyl-mercury	1	35779096
Mushrooms	thg	26	35779096, 34386922, 26251972, 23683522
Mushrooms	maltodextrin	7	35774545, 33127232, 29953398, 26041238, 14745165
Mushrooms	bmp	2	35774545
Mushrooms	vitamin-b3	1	35773270
Mushrooms	he	6	35773270, 33822508, 14636835, 10688768
Mushrooms	steroid	18	35761899, 35451393, 34825546, 34451782, 34408892, 33565013, 31936890, 31599026, 30298116, 24940906, 23040398, 19847745, 11244726, 13269091
Mushrooms	progesterone	2	35761899, 14372991
Mushrooms	226ra	1	35752669
Mushrooms	luhs245	1	35741998
Mushrooms	acid aniline	3	35737065
Mushrooms	alpha-glucans	21	35736046, 33822505, 32413619, 32165203, 31697749, 29256842, 28718825, 27596390, 27438015, 24399760, 24083788, 20197785, 19902205, 19141700
Mushrooms	glucans	88	35736046, 35633195, 35442592, 34575766, 34520973, 33920583, 33878360, 33276307, 32749098, 32653808, 32479021, 32344549, 32165203, 31936360, 31826486, 31679284, 31533688, 31457012, 31357717, 30935016, 30373293, 28895671, 28718825, 28421412, 27760471, 27596390, 25332995, 25332990, 24912704, 26785237, 23739801, 23625219, 22539071, 34662976, 21965406, 28824151, 20197785, 20045511, 19902205, 19571787, 19412609, 19144872, 19053851, 16428819, 12436306, 12226557, 11789883, 10702635, 10460691
Mushrooms	agnps	1	35695640
Mushrooms	yct-bks	1	35695639
Mushrooms	yct-q18	1	35695639
Mushrooms	yct-q14	1	35695639
Mushrooms	leucovorin	1	35695637
Mushrooms	lucidones	1	35695634
Mushrooms	awe	2	35695597
Mushrooms	da	10	35695597, 33932777, 26756301, 26756298, 23955351, 23660002, 22982812, 17512819, 15778117
Mushrooms	hydroxyl radical	27	35695597, 35684548, 34189580, 33886290, 32865921, 32865901, 32749098, 31679227, 32450028, 26396332, 25954913, 25880659, 25271981, 25072857, 26785237, 23510285, 22713951, 20580645, 12358482, 11853517
Mushrooms	p	63	35695596, 34834638, 34444630, 33691593, 33426839, 33309597, 33297091, 32812153, 32554113, 32531137, 32392710, 31313310, 31176215, 30388922, 29719194, 29623092, 27984821, 27776228, 27596407, 27547513, 26839502, 26306295, 26146585, 25901855, 25481828, 25432007, 25404221, 25179801, 24779932, 23266315, 22897470, 22702820, 22251207, 21877977, 19467593, 18800803, 18783817, 15337452, 11407749, 11368601, 11048580, 8465607
Mushrooms	v	14	35695596, 34190029, 33929662, 32220378, 30837742, 29624491, 29621710, 29564562, 28463816, 28277082, 27984821, 21429582, 18246511
Mushrooms	br	1	35695596
Mushrooms	zr	4	35695596, 35010677, 28121274, 22498792
Mushrooms	nadph	5	35695594, 27649606, 25802150, 10672420, 8349201
Mushrooms	r. pseudocyanoxantha	2	35695590
Mushrooms	fe2+	16	35695590, 35440876, 34375520, 33967311, 30806269, 30603923, 30317955, 30169542, 29431072, 28436319, 26559698, 26349516, 26349513, 23557372, 23510253, 22135877
Mushrooms	oxygen species	1	35695590
Mushrooms	ws-qs	1	35695587
Mushrooms	qs medium	1	35695587
